All,Semua
"Please assign a website to the selected CMS page.","Silakan tetapkan situs web ke halaman CMS yang dipilih."
"Add New URL Rewrite","Tambahkan Rewrite URL Baru"
"URL Rewrite Information","Informasi Rewrite URL"
"Request Path","Jalur permintaan"
"Target Path","Jalur Sasaran"
"Redirect Type","Jenis pengalihan"
"URL Rewrite Management","Pengelolaan penulisan ulang URL"
"Add URL Rewrite","Tambahkan Penulisan ulang URL"
"For Category","Untuk kategori"
"For Product","Untuk produk"
"For CMS page","Untuk halaman CMS"
"Create URL Rewrite","Buat URL Rewrite"
"You deleted the URL rewrite.","Anda menghapus penulisan ulang URL."
"We can't delete URL Rewrite right now.","Kita tidak bisa menghapus url menulis kembali sekarang."
"The URL Rewrite has been saved.","Penulisan ulang URL telah disimpan."
"Do not use two or more consecutive slashes in the request path.","Jangan gunakan dua atau lebih garis miring berturut-turut di jalur permintaan."
"Anchor symbol (#) is not supported in request path.","Simbol jangkar (#) tidak didukung di jalur permintaan."
"Do not use two or more consecutive slashes in the url rewrite suffix.","Jangan gunakan dua atau lebih garis miring berturut-turut dalam akhiran penulisan ulang url."
"Anchor symbol (#) is not supported in url rewrite suffix.","Simbol jangkar (#) tidak didukung dalam akhiran penulisan ulang url."
"Temporary (302)","Sementara (302)"
"Permanent (301)","Permanen (301)"
"Request Path for Specified Store","Jalur permintaan untuk Toko Tertentu"
"Custom storage message","Pesan penyimpanan khusus"
"Delete Role","Hapus Wewenang"
Roles,Wewenang
"Role Users","Pengguna Wewenang"
"Role Resources","Sumber daya Wewenang"
"Role Info","Info Wewenang"
"Save User","Simpan pengguna"
"Delete User","Hapus pengguna"
"Are you sure you want to revoke the user's tokens?","Yakin ingin mencabut token pengguna?"
"Edit User '%1'","Edit Pengguna '%1'"
"New User","Pengguna baru"
"This account is","Akun ini"
"Account Status","Status akun"
"User Roles Information","Informasi Wewenang Pengguna"
"User Information","Informasi pengguna"
"User Info","Info Pengguna"
"Please correct the password reset token.","Silakan perbaiki token reset passwordnya."
"Please specify the correct account and try again.","Silakan tentukan akun yang benar dan coba lagi."
"We'll email you a link to reset your password.","Kami akan mengirimi Anda tautan email untuk menyetel ulang sandi Anda."
"Please correct this email address:","Perbaiki alamat email ini:"
"Please enter an email address.","Silahkan masukan alamat email."
"Locked Users","Pengguna Terkunci"
Permissions,Izin
"You cannot delete your own account.","Anda tidak dapat menghapus akun Anda sendiri."
"You deleted the user.","Anda menghapus pengguna."
"We can't find a user to delete.","Kami tidak dapat menemukan pengguna yang akan dihapus."
"This user no longer exists.","Pengguna ini sudah tidak ada lagi."
"You have revoked the user's tokens.","Anda telah mencabut token pengguna."
"We can't find a user to revoke.","Kami tidak dapat menemukan pengguna untuk mencabut."
"You cannot delete self-assigned roles.","Anda tidak dapat menghapus wewenang yang ditetapkan ke diri sendiri."
"You deleted the role.","Anda menghapus wewenang tersebut."
"An error occurred while deleting this role.","Terjadi kesalahan saat menghapus wewenang ini."
"New Role","Wewenang Baru"
"This role no longer exists.","Wewenang ini sudah tidak ada lagi."
"You saved the role.","Anda menyimpan wewenang tersebut."
"An error occurred while saving this role.","Terjadi kesalahan saat menyimpan wewenang ini."
"You saved the user.","Anda menyimpan pengguna."
"A user with the same user name or email already exists.","Pengguna dengan nama pengguna atau email yang sama sudah ada."
Recommended,Direkomendasikan
Forced,Terpaksa
"Sorry, but this password has already been used. Please create another.","Maaf, tapi kata sandi ini sudah pernah digunakan. Silahkan buat yang lain."
email,e-mail
username,"nama pengguna"
"Password is required field.","Bidang Password wajib diisi."
"Your password must be at least %1 characters.","Kata sandi anda harus minimal %1 karakter."
"Your password must include both numeric and alphabetic characters.","Kata sandi Anda harus menyertakan karakter numerik dan abjad."
"Your password confirmation must match your password.","Konfirmasi kata sandi Anda harus sesuai dengan kata sandi Anda."
"It's time to change your password.","Saatnya untuk mengubah kata sandi Anda."
"It's time to <a href=""%1"">change your password</a>.","Saatnya untuk <a href=""%1"">mengubah kata sandi Anda</a>."
"Your password has expired; please contact your administrator.","Kata sandi Anda sudah kadaluarsa; silahkan hubungi administrator anda."
"Password Help","Bantuan Kata Sandi"
"Enter your email address.  You will receive an email with a link to reset your password.","Masukkan alamat email Anda. Anda akan menerima email dengan link untuk mereset kata sandi Anda."
"Email address","Alamat email"
"Retrieve Password","Ambil kata sandi"
"Back to Sign in","Kembali ke Masuk"
"Forgot your password?","Lupa kata sandi Anda?"
"Reset a Password","Setel ulang kata sandi"
"Roles Resources","Sumber daya Wewenang"
"Hello,","Halo,"
"If you have not authorized this action, please contact us immediately at %store_email","Jika Anda belum mengizinkan tindakan ini, segera hubungi kami di %store_email"
"Thanks,","Terima kasih,"
"Password Reset Confirmation for %name","Konfirmasi Reset Password untuk %nama"
"If you requested this change, reset your password here:","Jika Anda meminta perubahan ini, setel ulang kata sandi Anda di sini:"
"New %changes for %user_name","Baru %perubahan untuk %user_name"
"We have received a request to change the following information associated with your account at %store_name: %changes.","Kami telah menerima permintaan untuk mengubah informasi berikut yang terkait dengan akun Anda di %store_name: %changes."
"User Roles","Wewenang Pengguna"
"User Notification Template","Template Notifikasi Pengguna"
"We will disable this feature if the value is empty.","Kami akan menonaktifkan fitur ini jika nilainya kosong."
"Password Lifetime (days)","Sandi seumur hidup (hari)"
"Password Change","Perubahan kata sandi"
"Last login","Login terakhir"
Failures,Kegagalan
"First-Class Mail Large Envelope","Amplop Kelas Satu Besar"
"First-Class Mail Letter","Surat Kelas Pertama"
"First-Class Package Service - Retail","Layanan Paket Kelas Satu - Ritel"
"First-Class Mail Postcards","Kartu Pos Mail Kelas Satu"
"Priority Mail","Email Prioritas"
"Priority Mail Express Hold For Pickup","Prioritas Mail Express Hold For Pickup"
"Priority Mail Express","Prioritas Mail Express"
"Retail Ground","Tanah Ritel"
"Media Mail","Surat media"
"Library Mail","Perpustakaan surat"
"Priority Mail Express Flat Rate Envelope","Amplop Priority Mail Express Flat Rate"
"First-Class Mail Large Postcards","Kartu Pos Kelas Satu Kartu Pos Besar"
"Priority Mail Flat Rate Envelope","Amplop Lebar Email Prioritas"
"Priority Mail Medium Flat Rate Box","Kotak Medium Flat Rate Prioritas"
"Priority Mail Large Flat Rate Box","Kotak Prioritas Kotak Besar Rata-Rata"
"Priority Mail Express Sunday/Holiday Delivery","Priority Mail Express Minggu/Hari Libur"
"Priority Mail Express Sunday/Holiday Delivery Flat Rate Envelope","Prioritas Surat Cepat Minggu / Libur pengiriman/ Amplop rata"
"Priority Mail Express Flat Rate Envelope Hold For Pickup","Amplop Prioritas Pesan Ekspres Rating Datar Tahan Untuk Memilih"
"Priority Mail Small Flat Rate Box","Kotak Prioritas Pesan Kecil Menilai datar"
"Priority Mail Padded Flat Rate Envelope","Amplop Prioritas Pesan Empuk Menilai Datar"
"Priority Mail Express Legal Flat Rate Envelope","Amplop Prioritas Pesan Ekspres Resmi Menilai Datar"
"Priority Mail Express Legal Flat Rate Envelope Hold For Pickup","Amplop Prioritas Resmi Menilai Datar Tahan Untuk Memilih"
"Priority Mail Express Sunday/Holiday Delivery Legal Flat Rate Envelope","Prioritas Surat Cepat Hari Minggu/Libur Pengiriman Amplop tarif rata-rata"
"Priority Mail Hold For Pickup","Tahan Pesan Prioritas Untuk pickup"
"Priority Mail Large Flat Rate Box Hold For Pickup","Email Prioritas Kotak Flat Rate Besar Tahan Untuk Pickup"
"Priority Mail Medium Flat Rate Box Hold For Pickup","Kotak Medium Medium Flat Rate Tahan Menahan Pickup"
"Priority Mail Small Flat Rate Box Hold For Pickup","Prioritas Kotak Kecil Datar menilai Tahan Untuk Pickup"
"Priority Mail Flat Rate Envelope Hold For Pickup","Amplop Lebar surat Prioritas Tahan Untuk Pickup"
"Priority Mail Gift Card Flat Rate Envelope","Amplop Kartu Ucapan alamat Prioritas"
"Priority Mail Gift Card Flat Rate Envelope Hold For Pickup","Prioritas Kartu ucapan Amplop Lebar Tahan Untuk Pickup"
"Priority Mail Window Flat Rate Envelope","Prioritas Email Window Flat Rate Envelope"
"Priority Mail Window Flat Rate Envelope Hold For Pickup","Prioritas Window Flat Rate Envelope Tahan Untuk Pickup"
"Priority Mail Small Flat Rate Envelope","Amplop Alamat Prioritas Rata-rata"
"Priority Mail Small Flat Rate Envelope Hold For Pickup","Amplop Alamat Prioritas Kecil Tahan Untuk Pickup"
"Priority Mail Legal Flat Rate Envelope","Amplop Lebar Data Prioritas Alamat"
"Priority Mail Legal Flat Rate Envelope Hold For Pickup","Surat Utang Lebar Data Prioritas Prioritas Menahan Pickup"
"Priority Mail Padded Flat Rate Envelope Hold For Pickup","Amplop Isi Prioritas Amplop Prioritas Tahan Untuk Pickup"
"Priority Mail Regional Rate Box A","Kotak Surat Regional Tingkat Prioritas A"
"Priority Mail Regional Rate Box A Hold For Pickup","Priorotas Alamat Regional Nila Kotak C Memegang Pickup"
"Priority Mail Regional Rate Box B","Kotak Surat Regional Tingkat Prioritas B"
"Priority Mail Regional Rate Box B Hold For Pickup","Prioritas Regional Nilai Kotak B Menahan Pickup"
"First-Class Package Service Hold For Pickup","Layanan Paket Kelas Satu Tahan Untuk Pickup"
"Priority Mail Express Sunday/Holiday Delivery Flat Rate Boxes","Alamat Prioritas Pengiriman Cepat Kotak datar Minggu/liburan"
"Priority Mail Regional Rate Box C","Kotak Surat Regional Tingkat Prioritas C"
"Priority Mail Regional Rate Box C Hold For Pickup","Priorotas Alamat Regional Nila Kotak C Memegang Pickup"
"First-Class Package Service","Layanan Paket Kelas Pertama"
"Priority Mail Express Padded Flat Rate Envelope","Amplop Prioritas Pesan Ekspres Resmi Menilai Datar"
"Priority Mail Express Padded Flat Rate Envelope Hold For Pickup","Amplop Prioritas Resmi Menilai Datar Tahan Untuk Memilih"
"Priority Mail Express Sunday/Holiday Delivery Padded Flat Rate Envelope","Prioritas Surat Cepat Hari Minggu/Libur Pengiriman Amplop tarif rata-rata"
"Priority Mail Express International","Prioritas Pesan Cepat Internasional"
"Priority Mail International","Prioritas Pesan Internasional"
"Global Express Guaranteed (GXG)","Global Cepat Dokumen Terjamin (GXG)"
"Global Express Guaranteed Document","Global Cepat Dokumen Terjamin"
"Global Express Guaranteed Non-Document Rectangular","Rectangular Ekspres Ekspres Global Express"
"Global Express Guaranteed Non-Document Non-Rectangular","Global Express Dijamin Non-Dokumen Non-Rectangular"
"Priority Mail International Flat Rate Envelope","Amplop Prioritas Pesan Internasional Rating Rendah"
"Priority Mail International Medium Flat Rate Box","Amplop Prioritas Pesan Internasional Rating Menengah"
"Priority Mail Express International Flat Rate Envelope","Amplop Prioritas Pesan Cepat Internasional Rating Rendah"
"Priority Mail International Large Flat Rate Box","Kotak Besar Prioritas Pesan Internasional Rating Rendah"
"USPS GXG Envelopes","Amplop USPS GXG"
"First-Class Mail International Letter","Surat Internasional Surat Kelas Pertama"
"First-Class Mail International Large Envelope","Amplop Luar Kelas Internasional Kelas Satu"
"First-Class Package International Service","Paket Layanan Internasional Kelas Satu"
"Priority Mail International Small Flat Rate Box","Kotak Kecil Prioritas Pesan Internasional Rating Rendah"
"Priority Mail Express International Legal Flat Rate Envelope","Amplop Prioritas Pesan Cepat Resmi Internasional Tingkat Rendah"
"Priority Mail International Gift Card Flat Rate Envelope","Amplop Priority Mail International Small Flat Rate"
"Priority Mail International Window Flat Rate Envelope","Amplop Priority Mail High Padded Line"
"Priority Mail International Small Flat Rate Envelope","Surat Utang Standar Prioritas Surat Utang Internasional"
"First-Class Mail International Postcard","Kartu Pos Internasional Kelas Satu"
"Priority Mail International Legal Flat Rate Envelope","Surat Utang Standar Prioritas Surat Utang Internasional"
"Priority Mail International Padded Flat Rate Envelope","Surat Utang Standar Prioritas Surat Utang Internasional"
"Priority Mail International DVD Flat Rate priced box","Kotak surat Prioritas DVD Internasional dengan harga diskon"
"Priority Mail International Large Video Flat Rate priced box","Kotak surat prioritas internasional dengan harga rata-rata"
"Priority Mail Express International Padded Flat Rate Envelope","Amplop Prioritas Pesan Cepat Internasional Rating Rendah"
Letter,Surat
Flat,Datar
Parcel,Paket
Variable,Variabel
"Small Flat-Rate Box","Kotak datar-bernilai Kecil"
"Medium Flat-Rate Box","Kotak datar-bernilai Kecil"
"Large Flat-Rate Box","Kotak datar-bernilai Besar"
"Flat-Rate Envelope","Amplop rata-rata"
"Small Flat-Rate Envelope","Amplop rata-rata datar"
"Window Flat-Rate Envelope","Rating Amplop Jendela Kecil"
"Gift Card Flat-Rate Envelope","Tingkat Amplop Hadiah Kartu Flat"
"Legal Flat-Rate Envelope","Amplop Resmi Tingkat Flat"
"Padded Flat-Rate Envelope","Amplop Rating Tingkat Empuk"
Rectangular,"Persegi panjang"
Non-rectangular,"Tidak-persegi empat"
Large,Besar
track_summary,jalur_ringkasan
"Service type does not match","Jenis layanan tidak cocok"
Merchandise,"Barang dagangan"
Gift,Beri
Other,Lain
"Secure Gateway URL","URL pintu masuk Aman"
"Add New Variable","Tambahkan Variabel Baru"
"Custom Variable ""%1""","Variabel Ubahsuaian ""% 1"""
"New Custom Variable","Variabel Kustom Baru"
"Variable Code","Kode variabel"
"Variable Name","Nama variabel"
"Use Default Variable Values","Gunakan Nilai Variabel Default"
"Variable HTML Value","Nilai HTML Variabel"
"Variable Plain Value","Variabel Nilai polos"
"You deleted the custom variable.","Anda menghapus variabel khusus."
"You saved the custom variable.","Anda menyimpan variabel khusus."
"Variable Code must be unique.","Kode Variabel harus unik."
"Validation has failed.","Validasi telah gagal."
"Variable ID","ID variabel"
"No token found.","Tidak ditemukan token."
"Wrong request.","Permintaan yang salah."
"Deletion failure. Please try again.","Penghapusan kegagalan Silahkan coba lagi."
"Stored Payment Method was successfully removed","Penghapusan kegagalan Silahkan coba lagi"
"Stored Payment Methods","Metode Pembayaran Tersimpan"
"You have no stored payment methods.","Anda tidak memiliki metode pembayaran yang tersimpan."
"Delete Current Hierarchy","Hapus hirarki saat ini"
"Pages Hierarchy","Hirarki Halaman"
